1;2750258;00:00:00.0610934;0,0610934
2;2750258;00:00:00.1468522;0,0734261
3;2750258;00:00:00.2041949;0,0680649666666667
4;2748718;00:00:00.2734331;0,068358275
5;2748798;00:00:00.3236882;0,06473764
6;2748906;00:00:00.3848565;0,06414275
7;2749003;00:00:00.4559185;0,0651312142857143
8;2749054;00:00:00.5134686;0,064183575
9;2745691;00:00:00.5979603;0,0664400333333333
10;2745691;00:00:00.6488679;0,06488679
11;2745691;00:00:00.7121443;0,0647403909090909
12;2745691;00:00:00.7805886;0,06504905
13;2745767;00:00:00.8457640;0,0650587692307692
14;2745767;00:00:00.9240987;0,06600705
15;2742109;00:00:00.9935387;0,0662359133333333
16;2742271;00:00:01.0505700;0,065660625
17;2740223;00:00:01.1229643;0,0660567235294118
18;2734108;00:00:01.1832284;0,0657349111111111
19;2733859;00:00:01.2438010;0,0654632105263158
20;2735647;00:00:01.3244849;0,066224245
21;2732858;00:00:01.4105742;0,0671702
22;2727300;00:00:01.4690119;0,0667732681818182
23;2722898;00:00:01.5485904;0,0673300173913043
24;2722944;00:00:01.6197647;0,0674901958333333
25;2723201;00:00:01.6975663;0,067902652
26;2723232;00:00:01.7696956;0,0680652153846154
27;2723288;00:00:01.8379515;0,0680722777777778
28;2723330;00:00:01.9162686;0,0684381642857143
29;2723338;00:00:01.9732685;0,0680437413793103
30;2723492;00:00:02.0323627;0,0677454233333333
31;2723665;00:00:02.1026656;0,0678279225806452
32;2722419;00:00:02.1650585;0,067658078125
33;2722586;00:00:02.2350742;0,0677295212121212
34;2722746;00:00:02.3003855;0,0676583970588235
35;2718124;00:00:02.3580340;0,0673724
36;2715627;00:00:02.4206266;0,0672396277777778
37;2711079;00:00:02.4911764;0,0673290918918919
38;2709114;00:00:02.5814032;0,0679316631578947
39;2709182;00:00:02.6555897;0,0680920435897436
40;2709274;00:00:02.7265204;0,06816301
41;2709333;00:00:02.7881785;0,0680043536585366
42;2709350;00:00:02.8626120;0,0681574285714286
43;2709388;00:00:02.9371108;0,0683049023255814
44;2709411;00:00:02.9891581;0,0679354113636364
45;2706644;00:00:03.0466167;0,0677025933333333
46;2706695;00:00:03.1227643;0,0678861804347826
47;2703320;00:00:03.2037539;0,0681649765957447
48;2701600;00:00:03.2661440;0,0680446666666667
49;2701656;00:00:03.3320034;0,0680000693877551
50;2701725;00:00:03.4014116;0,068028232
51;2701775;00:00:03.4756015;0,0681490490196078
